,User @,Comment Text,original_comment
2450,stevenu163,,['👍👍👍🙏']
2451,stewarjoseph,,['👍👍👍👍']
2452,stn_443,besok mengubah udah,['Besok ikut pindah dah 😁']
2453,stokis_leafhea.id,3 periode,['3 priode🥰🥰🥰🥰🥰']
2454,street_dalan,demonstrasi nya susah,['demo nya susah🤣😂😅']
2455,studiofix.id,nti istana tmpat yah,"['Pengen tau, nti istana jadi tmpat apa ya?']"
2456,stvnmlhllo,nya dodo turun presiden lanjutkan pemindahan kota,"['pertanyaan nya ketika pak dodo turun, presiden selanjutnya lanjutkan pemindahan ibukota tidak?😂']"
2457,styama70,dimana pembangunan nya,['Sekarang sudah sampai dimana pembangunan nya..??']
2458,styyanto475,sak karepmu,['sak Karepmu 🤣🤣🤣']
2459,subaliartdeco,mantap jokowi indonesia majukan mantap jokowi indonesia majukan,"['mantap.mr jokowi INDONESIA MAJU👍🏾🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩👌', 'mantap.mr jokowi INDONESIA MAJU👍🏾🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩👌']"
2460,subaribari01,habis 2 periode selesai kota nusantara nya,['udh mau abis 2 priode apa selesai ikn nya']
2461,subekcomoro,siap=siap nangis jakarta tinggal jubal tpsebal sektor uangan pindah kalimantan timur,"['Siap2 nangis jkt ku jika d sana tinggal br jubal tp,sebal sektor ke uangan pindh di kaltim👏👏👏👏']"
2462,subreker10,insyaaalah terealisasi presiden semoga berjalan lancar,['Insyaaalah terealisasi pak presiden. Semoga berjalan dengan lancar']
2463,sudarsono833,mantap terima kasih presiden jokowi amiin,['mantap trimakasih Presiden kita Bp Jokowi Aamiin']
2464,sudirman5527,pemimpin sukarnosuharto habibijuga sby anggaran masuk prioritas memikirkan rakyatnya,"['Semua pemimpin dr Sukarno,Suharto, Habibi,juga SBY tp persoalan anggaran yg terlalu besar dan blm masuk prioritas. Mereka lebih memikirkan rakyatnya.']"
2465,sudirmanto262,setuju rakyat indonesia kemajuan bangsa indonesia,['setuju itu rakyat Indonesia yang inginkan kemajuan bangsa Indonesia']
2466,sudirwandabditrih,keberanian presiden,['ini keberanian presiden']
2467,sudur111,hancur kalimantan garab hutan tmpa kota kalimantan sdah makmur majukan,"['hancur Kalimantan kmi.. 😏😏😏. di garab trus pasti.. hutan..', 'tmpa ibu kota Kalimantan sdah makmur dan maju..']"
2468,sugengmobil,lanjutkan salam 3 perode,['lanjutkan salam 3 perode']
2469,sugi__69,jokowi layak pembangunan,['Pak Jokowi layak di sebut bapak pembangunan']
2470,sugianto2791,kota nusantara jokowi habis jabatanya huni kota nusantara kota nusantara jokowi habis jabatanya huni kota nusantara,"['IKN JADI PAK JOKOWI HABIS JABATANYA\nSIAPA NANTI YANG AKAN HUNI IKN......', 'IKN JADI PAK JOKOWI HABIS JABATANYA\nSIAPA NANTI YANG AKAN HUNI IKN......']"
2471,sugiantoita528,mengubah tergantung pemimpinya,['mau pindah ke mana pun tergantung pemimpinya']
2472,sugiantooppo725,,['👍👍👍👍']
2473,sujadi173,,['bener pak']
2474,sujadipujosuwarno,uangnya rakyat utang nya lunas,['Boleh boleh tapi uangnya dari mana saya rakyat utang nya lunas dulu .']
2475,sujang_euy,hutang,"['Hutang""']"
2476,sukardilimatek,mantap jokowilanjutkan perjuanganmu,"['mantap Pak Jokowi,lanjutkan perjuanganmu.']"
2477,sukartaskr,tersedia salah dki krnapa mengubah,['emang ada yg salah di dki krnapa harus pindah']
2478,sukeni5,bangga presiden jokowi,['bangga mempunyai presiden seperti pak jokowi👍👍🙏']
2479,sukimusk,tata desain setara dubaiini aja,['seharusnya. tata desain setara Dubai.ini. biasa aj.']
2480,sukses_oofficiall,takut mengubah alam singkron takutnya,['takut sih kalok pindah. alam gak singkron takutnya']
2481,sultan.evo,ditanggepin saudara butuh data lawan debat,"['Ga usah ditanggepin bro, dia ga butuh data, tapi lawan buat debat✌️😁']"
2482,sultanandara26,semoga citacita luhur pjokowi diberkahi Allah swt selesaikalau 1 periode insyaallah kota nusantara selesai semoga citacita luhur pjokowi diberkahi Allah swt selesaikalau 1 periode insyaallah kota nusantara selesai,"['semoga cita-cita luhur p.jokowi diberkahi oleh Alloh SWT sampai selesai,kalau 1 periode lagi insyaallah IKN selesai', 'semoga cita-cita luhur p.jokowi diberkahi oleh Alloh SWT sampai selesai,kalau 1 periode lagi insyaallah IKN selesai']"
2483,sultankalah,kampaye trauma rakyathutang bengkak,['ingat waktu kampaye sangat trauma rakyat.....hutang bengkak']
2484,sultanmudo91,takut demonstrasi hihi,['takut di demo masa hihi']
2485,sultansmith7,pemerintah majukan rakyat sengsara,['apa guna negara maju klo rakyat masih sengsara pak']
2486,sun778899suhada,bangun ekonomi rakyat bermanfaat,['lebih baik bangun ekonomi rakyat lebih bermanfaat.']
2487,sunan_geseng9979,stju pemikiran pakdemaju indonesia,['sya stju pemikiran pakde😂😂😂😂maju trs indonesia']
2488,sunanparung03,mantap,['Mantap👍💪']
2489,sunaryo123_,kawatir takut ekonomi meroket juni juli teruuus sebtember anlok,['AQ kok kawatir takut yg SDH terjadi ekonomi akan meroket mulai Juni Juli teruuus SEBTEMBER begini begini terus anlok']
2490,sup.suki,kalimantan ngeri wilayah kali ditambang ditolak dampaknya,['gw yg di Kalimantan jadi ngeri terutama daerah gua yg berapa kali mau ditambang dan itu sudah pasti ditolak karena dampaknya sangat besar']
2491,suparno0704,kota pemimpin,['ibukota baru pemimpin yang baru juga']
2492,supersus042,pikir mengubah kota gedung²nya diangkut,['Dulu gw pikir pindah ibukota gedung²nya ikut diangkut']
2493,suprayogi06613,semoga jokowi diberkahi allah kesehatan kekuatan kesabaran membawa indonesia makmur berkeadilan sosial amiin,['Semoga bpk Jokowi selalu diberkahi Allah Kesehatan kekuatan & Kesabaran hingga membawa Indonesia menjadi makmur & berkeadilan sosial. Aamiin 🤲']
2494,supri12111,utang,['ingat pak utang kita makin banyak']
2495,supriponimantiktok.com,ikutan,['Saya tidak ikutan !!!']
2496,supriyadi62648,indonesia setir china anak cucu,['NKRI di setir china. bagi mana Anak Cucu kita yg akan datang😂😂😂😂']
2497,supriyatno1aa,dukungbiar tersedia demonstrasi pesennan,['dukung.biar gak ada demo pesennan😂😂😂']
2498,supriyono7636,duitnya mendingan bayar utang pemerintah tembus 7 rb trilyunan,['duitnya mendingan buat bayar utang negara yg tembus 7 rb trilyunan']
2499,suripto37a,apbd dki 5 400 triliun bangun kota nusantara,"['APBD DKI 5 TAHUN 400 TRILIUN, UDAH BISA BUAT BANGUN IKN.']"
2500,surya0698,menhan tersedia demonstrasi pemindahan kota tolong ditindak tegasjika tersedia provokasi rusuh jatuhi hukum mati,['pak menhan kalau nanti ada yang demo mengenai pemindahan ibu kota tolong ditindak tegas...jika ada yang provokasi untuk rusuh jatuhi hukum mati..']
2501,suryadi8333,kalimantan ambles,['Kalimantan bakalan ambles!!!']
2502,suryananana693,kalimantan pusatnya jawa jadikan lumbung pangan,"['bener sih, seharusnya kalimantan pusatnya dan Jawa di jadikan lumbung pangan']"
2503,suryawan_ok,mantap jokowi,['mantap pak Jokowi👍']
2504,susantisusanti960,yesthe terbaik,['yes..the best']
2505,susanton621,uangnya tersedia,['uangnya gk ada pak😂😂😂😂😂']
2506,susilotus,3 periode,['lanjut 3 priode']
2507,susiyatis,banget banget,"['siap banget', 'siap banget']"
2508,sustishoop_,jokowi hebat,['pak Jokowi hebat']
2509,susu_khocok2x,awas pas mengubah kota jakarta apa² mahal,"['awas aja pas udah pindah ibu kota ,di jakarta apa² masih mahal']"
2510,sutaji655,perempuan jadikan laki laki namakan nglawan kodrat kota mengubah yo soale contohnya,"['klo perempuan di jadikan laki laki itu yg di namakan nglawan kodrat, tpi ibu kota di pindah yo gpp lh,,, soale banyak contohnya']"
2511,sutarno_topui,mendukung,['mendukung']
2512,sutingahyuting1,mantap pokoknya jokowi,"['mantaaffuul pokonya pak jokowi,👍👍👍']"
2513,suvriparna,semoga berjalan dukung,"['semoga berjalan dengan baik', 'gue sih dukung aja']"
2514,suwinah197,sehat presiden Allah melindungi amiin,"['Sehat selalu pak presiden ku Alloh selalu melindungi BPK , Aamiin']"
2515,suyotoharyadi,mantap salam sukses,['mantap. salam sukses selalu']
2516,suzakiryoo,pucuk lu orang kota kaowwowkwwok,['@teh pucuk lu jadi org kota KAOWWOWKWWOK']
2517,swallow0703,hutan indah kalimantan rusak,['hutan yang indah di Kalimantan akan rusak🥺']
2518,syadin_aliansyah,kalimantan aman banjir bang percaya main kalimantan,['kalimantan juga tdk aman dr banjir bang. gk percaya sini main ke kalimantan']
2519,syahrilcool09,ekonomi morat marit,['ekonomi lagi morat marit 😅']
2520,syaifulanwar8298,setuju ah setuju ah,"['ga setuju ah', 'ga setuju ah']"
2521,syaifullahsalika,preeet,"['preeet,']"
2522,syaipulahmad5,berharap kota mengubah merasakan ungkir 10k,['aku hanya berharap setelah ibu kota pindah bisa ngerasain ungkir cuma 10k🗿😭']
2523,syamslalualways,hutang kayanya bertambah kota pemerintah mengubah untungkankayanya kalangan pengusaha,['hutang baru kayanya akan bertambah ...\nkalau ibu kota negara pindah siapa yg di untungkan.kayanya kalangan pengusaha..']
2524,syamsulavatar25,pemimpin bijak pemimpin mensejahterakan rakyatnya mensejahterakan pribadi golongan,['pemimpin yg bijak ialah pemimpin yg mensejahterakan rakyatnya bukan mensejahterakan pribadi atau golongan']
2525,syaqileditz,tinggal penajam bang,['gue tinggal di penajam bang']
2526,syarif.surya,sedih hutan kalimantan spt,['sedih dgn hutan Kalimantan jadi SPT itu']
2527,syarif_bazli001,demonya susah kalimantan,['demonya nanti kita susah kalo di Kalimantan 😂']
2528,syarifah123456783,semangat jokowi semoga allah melindungi jokowi,['semangat pak Jokowi semoga Allah selalu melindungi bpk Jokowi.🤲']
2529,syifa_ruby,kota mengubah konser jakarta kalimantan gaksih Kalimantan ongkos kirim yah,['kalau ibu kota pindah konser tetap di jakarta atau di kalimantan gaksih? kalau dikalimantan jauh😭 ongkir juga nambah gak ya😭']
2530,sylstrongs,kcewa kelimantan alam nya kurangi,['kcewa kalo kelimantan kita alam nya di kurangi']
2531,syukiah.0121,tolong terburu buru paksakan gagal tersedia pertanggung jawabannya tolong terburu buru paksakan gagal tersedia pertanggung jawabannya,"['tolong lah jangan terburu buru dan jangan di paksakan kalau gagal apakah akan ada pertanggung jawabannya', 'tolong lah jangan terburu buru dan jangan di paksakan kalau gagal apakah akan ada pertanggung jawabannya']"
2532,syukurchocho,pemerataan penduduk,['betul pak pemerataan penduduk']
2533,szcykpmqhxt,mobilitas orang biar merata,['🥰 mobilitas orang juga biar merata 🥰']
2534,taa_rbn,,"['gak yakin', 'gak yakin']"
2535,tagamustaga,mudeng,['aku ngga mudeng']
2536,tahugejrotheksa,realistis hutang kemampuan byr gimana rakyat miskin gimana,['Harus realistis. Hutang brp..? Kemampuan byr gmn..? Jumlah rakyat miskin gmn..?']
2537,tailalat_v,semoga mudah kemana² semoga haraga tiket pesawat murah,['semoga makin mudah kalo mau kemana².... semoga haraga tiket pesawat makin murah😁']
2538,takamiya_mayuri,yah elah pikir jokowi mengubah kalimantan jakarta tenggelam lautan,['Ya elah ku pikir jokowi pindah ke kalimantan karena jakarta bakalan tenggelam lautan']
2539,takurtakurtiktok.com,mantap jokowi lanjutkan,['mantap pak jokowi lanjutkan']
2540,tangbajil,bangun memindahkan bangunannya gitu langsung suasana alam hutan kalimantan kerja,['kenapa harus di bangun jika tidak memindahkan bangunannya..\ngitu aja langsung digunakan dg suasana alam hutan Kalimantan di buat kerja 👌👍']
2541,tanpanama1008,semoga kerja kantor pemerintah,['semoga aku bisa kerja di kantor negara disana🥰']
2542,tantigunadi,presiden sales sedih lihat,"['Bapak ini Presiden, bukan sales 😓 sedih lihat Bapak jd gini....']"
2543,tariganvictor,kokowi,['Pak KOKOWI🙏🙏🙏👍👍👍🌍🌍🌍']
2544,tasbiahiumar,setu7 pindah kota,['gue setu7 pinda ibukota..']
2545,tasliman77,semangat dhe joko wi hebat,"['tetap semangat pk dhe joko wi,, hebat 👍👍']"
2546,tatha3192,setuju pemindahan,['saya setuju dg pemindahan ini']
2547,tatjjbaa,optimis majukan,['optimis maju']
2548,taufanpragisetia,presiden nyambi sales properti kota nusantara,['presiden nyambi sales properti ikn😂']
2549,tauruswb,presiden hebat,['Presiden hebat']
2550,taxmartar,tersedia dananyaka,['sdh ada dananyaka']
2551,tayubi80an,teruskan mimpimu terwujud terwujudnya,"['Teruskan mimpimu suatu saat akan terwujud, tapi terwujudnya itu kapan kita nggak tahu.']"
2552,teapait,jakarta sesakkkk kota luas mantap,"['jakarta sudah sesakkkk, ibukota baru yang luas mantapppp']"
2553,tedyclown,mantap gassskeunn,['mantap gassskeunn']
2554,tegarprasetyo664,pok jokowi is the terbaik,['Pok Jokowi is the best']
2555,teguhmugi708,utusan tuhan mensejahterakan rakyat indonesia bernama jokowi,['utusan Tuhan untuk mensejahterakan rakyat Indonesia itu bernama jokowi']
2556,tehendah1,mendukung jakarta kondusif kota alasan spy jawa centris,['sangat mendukung.. jakarta sdh tdk kondusif utk jd ibukota.. alasan lain spy tdk jawa centris']
2557,tejjasa,beapa juta pohon hilang,['Beapa juta pohon yg akan hilang']
2558,telekkotok,,['😁😁😁']
2559,teliksandi1001,cocok spg jokowiterserah lahm,['cocok juga jadi spg pak jokowi.....terserah lahm']
2560,tempe_bacemmmm,3 periode,['3 periode pak']
2561,terlalutampann,ahhh elah macet nih kalimantan,['Ahhh elah bakal macet nih kalimantan']
2562,terlawaktop,mengubah kota sma lari ahok,['Pindah ibu kota sma aja lari dari masalah\n-AHOK-']
2563,terlorgulung909,jualan yakok nawarin investor,['itu lg jualan ya...kok nawarin investor dalam dan luar...']
2564,terrykunrat,setuju presidenku,['setuju presidenku']
2565,teserahmuajalah,prabowo mendukung pendukung prabowo manapun kota mencari duwet,"['prabowo aja mendukung ,\nmana pendukung prabowo.\ndimanapun ibu kota tetap nyari duwet sendiri juga aku.😅😅😅']"
2566,test3kali,mendukung kota mengubah,['saya mendukung ibukota pindah...']
2567,testeraplikasibaru,jakarta diperbaiki,['jakarta diperbaiki? 😅😅😅']
2568,tetapsatuperasaan,masyarakat sepaku bangga pindahnya kota pemerintah sepaku,['saya masyarakat sepaku merasa bangga sekali dengan pindahnya ibu kota negara di sepaku😄']
2569,teuku0110,utang tuh,['utang lagi tuh']
2570,the.fhissenkhead.aquatic,by hutan hijau,['by hutan hijau😁😁']
2571,theejack95,kalimantan makassar brazil,['sesudah Kalimantan pasti ke Makassar Brazil']
2572,themamedshow,mantap jokowi,['mantap pak jokowi']
2573,thethurtuntold,lanjutin 3 periode,['makanya lanjutin dong pak 3 periode🥺']
2574,thlar,semangatttt jokowiiiii,['semangatttt pak jokowiiiii']
2575,thoriq.aja77,kas udah ekonomi stabil sosial stabil kemiskinan berkurang lowongan kerja silahkan beban diabaikan,"['klw kas dah cukup, ekonomi stabil, sosial stabil, kemiskinan berkurang, lowongan kerja banyak, silahkan bukan tambah beban baru yg lain diabaikan']"
2576,thorny_flower12,terbaik semoga berjalan lancar terbaik semoga berjalan lancar,"['yang terbaik semoga berjalan lancar', 'yang terbaik semoga berjalan lancar']"
2577,thymxoysqs,bisnis,['bisnis baru']
2578,tietachaerani,terpana gambar diangan angan hutang didepan mata,['jgn terpana gambar yg masih diangan angan tp hutang didepan mata 😂']
2579,tigasandaran,lahh 2024 mengubah prediksi 100 persen 2045,['lahh 2024 pindah? prediksi aja 100 persen aja 2045😳']
2580,tiktok.mr06,istana persiden mengubah kota mengubah bayaha nih wkwk 2023 tersedia aksidemo susah jangkau demonstrasi wkwk,['istana persiden pindah tambah ibu kota baru pindah bayaha nih wkwk 2023 ada aksi/demo susah d jangkau buat demo wkwk']
2581,tiktokkonkong,kota provinsi provinsi,['jangan cuma di ibu kota pak.. di provinsi provinsi lain juga']
2582,tiktoksandiwara,mantap dijawa padat sekalihidup jokowi,"['mantap pak, dijawa itu sudah padat sekali..hidup pak jokowi.']"
2583,tilebang,haduh mensejahterakan rakyat nya,['haduh ..\nmending buat mensejahterakan rakyat nya ..\ndari pada 😏']
2584,timotyerwan,semoga kedepan rakyat indonesia terbebas kemiskinandan sejahteramakmur Amin semoga kedepan rakyat indonesia terbebas kemiskinandan sejahteramakmur Amin,"['moga kedepan smua rakyat NKRI terbebas dr kemiskinan,dan makin sejahtera,makmur semua, Amin', 'moga kedepan smua rakyat NKRI terbebas dr kemiskinan,dan makin sejahtera,makmur semua, Amin']"
2585,timpacul,lho memikirkan perut memikirkan jangka umat,['LHO MIKIR PERUT SENDIRI. GAK MIKIR JANGKA PANJANG UNTUK SELURUH UMAT']
2586,tinitikata,berani berhutang kota nusantara,['kita harus berani NGUTANG demi IKN']
2587,tinn127ha,amiin indonesia majukan semoga cita-cita nya dilancarkan diberkahi Allah swt,['Aamiin... Indonesia Maju.... semoga cita2 nya dilancarkan dan diberkahi Alloh SWT']
2588,tinyhuman02,pembangunan transportasi bagus banget tata kotanya berantakan udah,['pembangunan dan transportasi umumnya harus bagus banget sih kalo sampe tata kotanya berantakan dah kagak tau gw lagi.']
2589,tiokharisma,setuju terbatas jakarta biar pembangunan diluar pulau jawa merata,"['setuju, sumpek Jakarta, biar pembangunan diluar pulau Jawa jg merata']"
2590,tirza_34,setuju jokowi,['setuju pak Jokowi 🙏']
2591,titadewim,gantilah,['Gantilah']
2592,titanarra,kerja paksemangat,['kerja terus pak.semangat🥰😍😘']
2593,titicsubjects,semoga sht² skses tersedia lndngannya ytk bjokowi negara sejati the terbaik mntap hbt kren terbaik ina majukan tym,"[""Smg sht² skses & sll ada dlm lndnganNYA\nYtk. B.Jokowi, Neg Sejati.\nyou're the best\nMntap Hbt Kren\nyg trbaik u Ina Maju, TYM🙏\n🤗😍😘❤️💕💞\n👍💪🇮🇩""]"
2594,tk0167,kota,['jauh lgi ibu kota']
2595,tno089,mantap,['mantap 👍👍👍']
2596,tohari2707,setuju kota pindahutang seabrek abrek setuju kota pindahutang seabrek abrek,"['belum setuju sih ibukota pindah...utang sudah seabrek abrek', 'belum setuju sih ibukota pindah...utang sudah seabrek abrek']"
2597,tokoonsay,menyengsarakan rakyat berjalan mulus lihat ok menyengsarakan rakyat berjalan mulus lihat ok,"['menyengsarakan rakyat,tidak akan berjln mulus lihat saja nanti ok....!', 'menyengsarakan rakyat,tidak akan berjln mulus lihat saja nanti ok....!']"
2598,tolakanginn00,dananya transparansi,['yakin dananya bakal transparansi']
2599,tomiiiiii58,nih 7000 t,['sebab ni lah sampai 7000 t😅']
2600,tongatv15,kota nusantara promosikan jual,['ikn sudah di promosikan untuk di jual']
2601,tonipantura,indonesia kotanya saranjana indonesia kotanya saranjana,"['harusnya Indonesia Ibukotanya di Saranjana', 'Harusnya Indonesia Ibukotanya di Saranjana aja😁']"
2602,topbett,menolak,['nolak']
2603,totiwes,,['🥰🥰']
2604,totogungive,motivator hebat yah jokowi salah satunya,['Motivator hebat ya jokowi salah satunya🥰']
2605,totokfebri,jokowi the terbaik,['jokowi the best🥰🥰🥰🥰']
2606,toyib0784,tanggung utang oligarki tetep kaya,['masa depan tanggung utang 😁\noligarki yg tetep kaya']
2607,toypetoy,kemiskinan genting bhn poko utang bertambah,['kemiskinan sdg genting\nbhn Poko naek semua\nutang akan bertambah']
2608,tri_yans21,biar presidennya jawa paham,['biar presidennya gx dari jawa ... sampe sini paham ? 😅😅😅']
2609,triagus6,majukan presiden,['maju trs bapak presiden 💪💪💪']
2610,trianadowkp,alhamdulillah salam kalimantan selatan sehat jokowi prabowo,['alhamdulillah salam dri kalsel pak sehat selalu bpk jokowi bpk prabowo']
2611,triastutik6375,semangat jokowi semoga allah swt menjaga jokowi semoga sukses kerja 2 x jokowi jajarannya amiin yra,['Semangat Bp jokowi Semoga Allah SWT selalu menjaga Bp jokowi dan semoga sukses kerja 2 x Bp jokowi dan jajarannya AAMIIN YRA🤲🤲🤲 🙏🇮🇩🇮🇩🇮🇩']
2612,triboy798,habis utang numpuk habis pulau hilang udah,['abis itu utang numpuk...abis tu pulau ilang dah']
2613,trie171114,maret utang Pemerintah BUMN melonjak 787907 triliun us ditambah proyek kereta api cepat biaya membengkak kota nusantara mengubah utang maret utang Pemerintah BUMN melonjak 787907 triliun us ditambah proyek kereta api cepat biaya membengkak kota nusantara mengubah utang,"['Akhir maret utang Pemerintah&BUMN sdh melonjak 7.879,07 Triliun US$, ditambah proyek kereta api cpt biaya membengkak, klo IKN jd pindah trus utang lg?', 'Akhir maret utang Pemerintah&BUMN sdh melonjak 7.879,07 Triliun US$, ditambah proyek kereta api cpt biaya membengkak, klo IKN jd pindah trus utang lg?']"
2614,trieyn,uangnya darimana yah,['uangnya darimana ya?']
2615,trire06,alhamdulilah semoga secepatnya,['Alhamdulilah. semoga secepatnya 🥰🥰🥰🥰']
2616,truered1d,presiden planga plongo kurus nyali salah pilih beliau pilpres,"['Presiden ku yg Planga Plongo, Kurus tapi nyali besarrrr...\nTidak salah pilih Beliau waktu PilPres 🥰💪👌🇮🇩']"
2617,tsabitwafa,kardus digembok diganti pakai kotak alumunium,['gak pengen KARDUS DIGEMBOK diganti pake KOTAK ALUMUNIUM dulu apa....??']
2618,ttaurusmu,percaya jokowi percaya presiden merawat indonesia kaya jokowi,['gw sih percaya pak jokowi. tapi gw belum bisa percaya presiden selanjutnya bisa lebih baik merawat indonesia kaya pak jokowi.']
2619,ttt_12_12,utang bangun nya yawah kota 1000 trilyun uang asing kendalikan asing,['mau utang lagi buat bangun nya ya..wah bikin ibu kota baru 1000 trilyun uang asing pasti ..nanti di kendalikan asing lagi']
2620,tubagushassan650,kota nusantara 80 persen membiayai swasta butuh kota nusantara mengabdi swasta pesimis butuh,"['ikn 80 persen yg membiayai swasta, butuh berapa lama ikn mengabdi dulu sama swasta\nbukan kita pesimis hanya butuh waktu yg tepat itu saja']"
2621,tukangngikutaja,presiden sales properti,['presiden ❌\nsales properti ✅']
2622,tumaryonochanel,alhamdulillah jokowi jos,['Alhamdulillah pak Jokowi jos']
2623,tussylla,indonesia pemerintah majutapi guru honorer ya pakdana kesra kunjung cair januari 2022 tutup th,"['Masa depan baru ,indonesia jd negara maju.tapi guru honorer y gimana pak......dana kesra saja tak kunjung cair dr januari 2022 sampai tutup th pak😢']"
2624,tutikwinarti1,presiden kebanggaan indonesia,['presiden kebanggaan NKRI']
2625,twentyfour005,semoga berjalan lancar,['Semoga berjalan dengan Lancar ...']
2626,twinktwink911,kmh we,['kmh ente we']
2627,ty194209,mengubah kota ongkos kirim belanja kalimantan murah,"['apakah setelah pindah ibukota , ongkir belanja ke kalimantan akan murah?']"
2628,tyaaanandezzz,nonton konser kota,['NONTON KONSER BAKALAN JAUH DONG KALO DI IBU KOTA😭😭']
2629,tyahrokayahatmawijaya,,['👍👍👍👍👍🙏🙏🙏']
2630,tyodimariii,gapengen presiden nya ganti,['sp yg gapengen presiden ny ganti.']
2631,ucihairfan,macet hutan gundul nih,['bakal jd macet &hutan gundul nih']
2632,ucokbaba9793,atur aja,['ntahlah pak\natur aj😁']
2633,ucokrogos,mobil esemka,['mobil esemka mana...']
2634,ucokstg31,mantap karno terawang mr bersyukurlah pimpinan no 12 terbaik oke bangsaku mr dukung sungguh sunggu,['itu mantap Krn bung Karno SDH terawang dr dulu JD Mr kt bersyukurlah kt pimpinan kt no: 1/2 memang debes oke bangsaku Mr kt dukung dgn sungguh sunggu']
2635,udinhamdan,,['😂😂😂']
2636,uki.nur7983,ekonomi jatuh,['ekonomi tambah nyungsep pak de...']
2637,ulalaulalaulalaulala12,sehat tangan beliau indonesia hormati bangsa-bangsa elite dunia ktt g20,['Sehat selalu Bpk di tangan beliau Indonesia di hormati oleh bangsa2 elite dunia KTT G20']
2638,ultraman0101,bagus jakarta,['udh bagus di Jakarta aja']
2639,ultraman_koneng,andai mengubah nya Palangkaraya,['andai pindah nya di Palangkaraya kenapa gak jadi segala']
2640,ulunadaai,,['😁']
2641,umaraja865,indonesia kota nya jakartakita menghormati pahlawan pemimpin hargailah,['ttp Indonesia ibukota nya Jakarta..kita harus menghormati pahlawan /pemimpin yg dulu hargailah']
2642,umiandriani756,kota nusantara mangkrak krak krak,['IKN mangkrak krak krak😁😁😁']
2643,umiiiiiiiyaaaatiiiiii,asik jakarta sepi,['asikkkk Jakarta kembali sepi seperti dulu lagi 👍👍🤲']
2644,umijtin,seumur hidup,['lanjut pk seumur hidup']
2645,ummunafis632,mendingan duit nya mensejahterakan rakyat susah,['mendingan duit nya buat makmurin rakyat yg susuh ....']
2646,ummusindy,mengubah kota,['pentingnya apa pak pindah ibu kota?']
2647,unasadboy1,intinya jakarta,['intinya Jakarta banyak masalah😏']
2648,unbeliever353733,anis2024 batalkan kota nusantara anis2024 batalkan kota nusantara,"['Anis2024 siap✊✊\nbatalkan ikn☝️', 'Anis2024 siap✊✊\nbatalkan ikn☝️']"
2649,undur_undur2903,gagasan semangat bangunnya konsepnya karno anaknya dl presiden bangun,['bukan gagasan dia tp paling semangat bangunnya... g mana konsepnya sih pak... kalo bung Karno pengen kenapa anaknya dl jd presiden gk mau bangun']
2650,united.97,sih berharap tersedia rumah rumah kumuh kaya jakarta elit jakarta,['gua si berharap jangan sampai ada rumah rumah kumuh lagi kaya di Jakarta harus lebih elit dari Jakarta']
2651,universzxx,nasib hewan² hutan kalimantan,['tapi gimana nasib hewan² di hutan kalimantan🥺']
2652,urang.awak24,nahh kebayang film the simpsons pantasan singapure nguasai indonesia msa,['nahh udh kebayang gua di film the Simpsons pantasan Singapure yg nguasai indo di msa depan']
2653,urbboiii,lanjutkannn,['lanjutkannn!!']
2654,urenrmc,ok se7 bangettt,['ok se7 bangettt']
2655,urf1vvabell,monaskota tua jakarta,"['terus Monas?,kota tua? kan mereka di jakarta...']"
2656,urrllovperson_,semoga ongkos kirim belanja mahal semoga konser jakarta,"['semoga ongkir belanja ga jdi mahal, dan semoga konser ttp di jkrta 😭😭']"
2657,user010920221,Amin tuhan campur tangan terwujud berjalan lancar aman damai presiden ir jokowi the terbaik,['Amin Tuhan campur tangan semuanya terwujud berjalan lancar aman dan damai Presiden Ir.Jokowi the best']
2658,user07261184037,buku sejarah tebal,['buku sejarah tambah tebal']
2659,user082145795751,setuju pandangan jitu pemerataan hasil pembangunan,"['Setuju pandangan Bapak yg jitu, yaitu pemerataan hasil pembangunan']"
2660,user1013167924357,tetaplah presiden terputus tujuan utama jokowi,"['tetaplah jadi presiden lagi, agar tak terputus tujuan utama pak jokowi,']"
2661,user1035903367742,hebat presiden jokowi,['Hebat Presiden kita Bapak JOKOWI']
2662,user1050881957679,,['🥰🥰🥰']
2663,user1080235725887,insya Allah kaum nasionalis sejati setuju lanjutkan,['insya Alloh kaum nasionalis sejati pasti setuju\nlanjutkan']
2664,user10970952588173,3 periode,['3 prioder']
2665,user1108268570241,mantap,['mantap']
2666,user1415838751547,menimbun hutang kali,"['bukan masa dpn pak,tapi masa menimbun hutang kali...']"
2667,user144404527777,atasi banjir jakarta py dl,['ngatasi banjir JKT py dl']
2668,user1458455234659,lembaga pemerintahan hukum pemerintah genggaman partai menaunginyamelindunginya,['krn semua lembaga pemerintahan dan hukum negara ini sdh dlm genggaman partai yg menaunginya/melindunginya']
2669,user1511817036056,istana oligarki,['istana oligarki...😂😂😂']
2670,user1533594276293,kota nusantara,['siap ke IKN pak de']
2671,user15434735,enak adem pejabat sanamau demonstrasi susah,"['enak adem para pejabat di sana,mau demo susah😁😁']"
2672,user1554669837012,mantap jokowi ok,['mantap p jokowi memang ok']
2673,user1564136948074,,['👍👍👍👍']
